html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor,nid,comments,,,,,,,
,,DRB-HICOM University of Automotive Malaysia*en,active,education,International College of Automotive*en;International College of Automotive Malaysia*en;Kolej Automotif Antarabangsa*ms,DRB-HICOM University of Automotive Malaysia*en,DHU*en;ICAM*en,https://www.dhuautomotive.edu.my,,dhuautomotive.edu.my,2010,,,,,,,,,Pekan,Malaysia,1734971,,,,,,,R000116,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyipts.cfm; mqr_category=eakrbyipts; mqa_id=603; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=603; state=Pahang; former_name=International College of Automotive; former_name_ms=Kolej Automotif Antarabangsa; jpt_match=name; jpt_section=UNIVERSITI SWASTA - PAHANG; jpt_registration=20/10/2025-19/10/2030 | VERIFIED: type=education; established=2010; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=affiliation_usage,,,,,,,
,,Universiti Keusahawanan Koperasi Malaysia*ms,active,education,,Universiti Keusahawanan Koperasi Malaysia*ms;Malaysian Cooperative Entrepreneurship University*en,UKKM*ms,https://www.ukkm.edu.my,,ukkm.edu.my,2022,,,,,,,,,Petaling Jaya,Malaysia,1735158,,,,,,,R000127,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyipts.cfm; mqr_category=eakrbyipts; mqa_id=1063; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=1063; state=Selangor; jpt_match=name; jpt_section=UNIVERSITI SWASTA – SELANGOR; jpt_registration=29/03/2023-28/03/2028 | VERIFIED: type=education; established=2022; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope,,,,,,,
,,MISI University*en,active,education,Malaysia Institute for Supply Chain Innovation*en;Malaysian Institute for Supply Chain Innovation*en;Malaysia Institute for Supply Chain Innovation (MISI)*en,Universiti MISI*ms,MISI*en,https://www.misi.edu.my,,,2011,,,,,,,Q39054954,Q39054954,Shah Alam,Malaysia,1732903,,https://ror.org/05n8tts92,,,,,R000128,"source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyipts.cfm; mqr_category=eakrbyipts; mqa_id=635; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=635; state=Selangor | VERIFIED: type=education; established=2011; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; adversarial_change=Adopted pass 1 wholesale on scope, dup_verdict, website, ror_type, established year, names, aliases, location and the UiTM parent edge, all re-verified against primary sources. Two changes: (1) wikidata_id Q39054954 added - the Wikipedia page 'MISI University' links to this entity whose label, inception (2011-03-22) and official website (misi.edu.my) match exactly; pass 1's entity search returned nothing and left the field empty. (2) established_source changed from wikipedia to org_website - the launch date is stated verbatim on the org's own about page, which I verified directly; Wikipedia corroborates. The 'Universiti MISI' label remains but is flagged partially verified (MOE portal down, HTTP 500).; scope=in_scope; adversarial_overturned=wikidata_id,established_source | source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyipts.cfm; mqr_category=eakrbyipts; mqa_id=635; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=635; state=Selangor | VERIFIED: type=education; established=2011; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; adversarial_change=Adopted pass 1 wholesale on scope, dup_verdict, website, ror_type, established year, names, aliases, location and the UiTM parent edge, all re-verified against primary sources. Two changes: (1) wikidata_id Q39054954 added - the Wikipedia page 'MISI University' links to this entity whose label, inception (2011-03-22) and official website (misi.edu.my) match exactly; pass 1's entity search returned nothing and left the field empty. (2) established_source changed from wikipedia to org_website - the launch date is stated verbatim on the org's own about page, which I verified directly; Wikipedia corroborates. The 'Universiti MISI' label remains but is flagged partially verified (MOE portal down, HTTP 500).; scope=in_scope; adversarial_overturned=wikidata_id,established_source | merged_from=R000920 (in-batch duplicate, same org): source=jpt_senarai_daftar_ipts; source_url=https://drive.google.com/uc?export=download&id=1RDUJotNufUSCR6xW7vOXLUdp2ouXupri; jpt_section=UNIVERSITI SWASTA – SELANGOR; jpt_bil=5; former_name=Malaysia Institute For Supply Chain Innovation (MISI); address=Sime Darby Pavilion, 2A, Persiaran Tebar Layar, Seksyen U8, 40150 Shah Alam, Selangor; jpt_registration=07/09/2022-06/09/2027",,,,,,,
,,Meritus University*en,active,education,,Meritus University*en,,https://meritus.edu.my,,meritus.edu.my,2016,,,,,,,,,Kuala Lumpur,Malaysia,1735161,,,,,,,R000130,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyipts.cfm; mqr_category=eakrbyipts; mqa_id=837; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=837; state=Wilayah Persekutuan Kuala Lumpur; jpt_match=name; jpt_section=UNIVERSITI SWASTA - KUALA LUMPUR; jpt_registration=17/02/2026-16/02/2031 | VERIFIED: type=education; established=2016; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=other_source; scope=in_scope,,,,,,,
,,UCYP University*en,active,education,University College of Yayasan Pahang*en;Kolej Universiti Yayasan Pahang*ms;Kolej Yayasan Pahang*ms;Kolej Antarabangsa IKIP*ms,UCYP University*en;Universiti UCYP*ms,UCYP*en,https://ucyp.edu.my,,,1992,,,,,,,,,Kuantan,Malaysia,1735227,,,,,,,R000157,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyipts.cfm; mqr_category=eakrbyipts; mqa_id=32; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=32; state=Pahang; former_name=University College of Yayasan Pahang; former_name_ms=Kolej Universiti Yayasan Pahang; jpt_match=name; jpt_section=UNIVERSITI SWASTA - PAHANG; jpt_registration=11/10/2023-10/10/2028 | VERIFIED: type=education; established=1992; keep_alias=True; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope,,,,,,,
,,UNITAR International University*en,active,education,University of Management and Technology (UMTECH)*en,UNITAR International University*en,UNITAR*en,https://www.unitar.my,,,1997,,,,,,,Q74434055,Q74434055,Petaling Jaya,Malaysia,1735158,,,,,,,R000158,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyipts.cfm; mqr_category=eakrbyipts; mqa_id=598; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=598; state=Selangor; former_name=University of Management and Technology (UMTECH); jpt_match=name; jpt_section=UNIVERSITI SWASTA – SELANGOR; jpt_registration=28/01/2025-27/01/2030; website_source=jpt_senarai_daftar_ipts_30jun2026 | VERIFIED: type=education; established=1997; keep_alias=True; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; scope=in_scope,,,,,,,
,,Universiti Islam Antarabangsa Tuanku Syed Sirajuddin*ms,active,education,Kolej Universiti Islam Perlis*ms,Universiti Islam Antarabangsa Tuanku Syed Sirajuddin*ms,UniSIRAJ*ms;KUIPs*ms,https://unisiraj.edu.my,,unisiraj.edu.my,2013,,,,,,,,,Kuala Perlis,Malaysia,1736292,,,,,,,R000161,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyipts.cfm; mqr_category=eakrbyipts; mqa_id=769; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=769; state=Perlis; former_name=Kolej Universiti Islam Perlis; jpt_match=name; jpt_section=UNIVERSITI SWASTA – PERLIS; jpt_registration=15/11/2024-14/11/2029; former_name_jpt=Kolej Universiti Islam Perlis (KUIPs) | VERIFIED: type=education; established=2013; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=affiliation_usage,,,,,,,
,,Universiti Islam Malaysia*ms,active,education,,Universiti Islam Malaysia*ms;Islamic University of Malaysia*en,UIM*ms,https://www.uim.edu.my,,uim.edu.my,2014,,,,,,,Q18357123,Q18357123,Cyberjaya,Malaysia,6930887,,,,,,,R000162,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyipts.cfm; mqr_category=eakrbyipts; mqa_id=790; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=790; state=Selangor; jpt_match=name; jpt_section=UNIVERSITI SWASTA – SELANGOR; jpt_registration=14/07/2024-13/07/2029 | VERIFIED: type=education; established=1955; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope,,,,,,,
,,Universiti Malaya-Wales*ms,active,education,International University of Malaya-Wales*en,Universiti Malaya-Wales*ms,IUMW*en;UM-Wales*ms,https://www.umwales.edu.my,,umwales.edu.my,2013,,,,,,,Q16248046,Q16248046,Kuala Lumpur,Malaysia,1735161,,,,https://ror.org/00rzspn62; https://ror.org/01se4f844,,,R000176,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyipts.cfm; mqr_category=eakrbyipts; mqa_id=685; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=685; state=Wilayah Persekutuan Kuala Lumpur; former_name=International University of Malaya-Wales (IUMW); jpt_match=name; jpt_section=UNIVERSITI SWASTA - KUALA LUMPUR; jpt_registration=12/03/2023-11/03/2028 | VERIFIED: type=education; established=2013; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope; adversarial_overturned=affiliation_usage,,,,,,,
,,University Malaysia of Computer Science and Engineering*en,active,education,University Malaysia of Computer Science and Engineering (Universiti Malaysia Sains Komputer dan Kejuruteraan)*ms,University Malaysia of Computer Science and Engineering*en;Universiti Malaysia Sains Komputer dan Kejuruteraan*ms,UNIMY*en,https://www.unimy.edu.my,,unimy.edu.my,,,,,,,,,,Petaling Jaya,Malaysia,1735158,,,,,,,R000192,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyipts.cfm; mqr_category=eakrbyipts; mqa_id=713; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=713; state=Selangor; jpt_match=name; jpt_section=UNIVERSITI SWASTA – SELANGOR; jpt_registration=05/07/2023-04/07/2028; former_name_jpt=University Malaysia of Computer Science and Engineering (Universiti Malaysia Sains Komputer dan Kejuruteraan) | VERIFIED: type=education; established=unknown; keep_alias=True; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=other_source; scope=in_scope,,,,,,,
,,University of Reading Malaysia*en,active,education,,University of Reading Malaysia*en,UoRM*en,https://www.reading.edu.my,,reading.edu.my,2015,,,,,,,Q94673966,Q94673966,Iskandar Puteri,Malaysia,10063567,,https://ror.org/05v62cm79,,,,,R000196,"source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyipts.cfm; mqr_category=eakrbyipts; mqa_id=703; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=703; state=Johor; jpt_match=name; jpt_section=KAMPUS CAWANGAN LUAR NEGERI; jpt_registration=31/07/2023-30/07/2028 | VERIFIED: type=education; established=2015; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=affiliation_usage,established_source",,,,,,,
,,Academy of Digital Animation and Media*en,active,education,ADAM College*en,Academy of Digital Animation and Media*en;Akademi Digital Animasi dan Media*ms,ADAM*en,https://www.adam.edu.my,,adam.edu.my,,,,,,,,,,Kuala Lumpur,Malaysia,1735161,,,,,,,R000202,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyiptskolej.cfm; mqr_category=eakrbyiptskolej; mqa_id=584; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=584; state=Wilayah Persekutuan Kuala Lumpur | VERIFIED: type=education; established=unknown; keep_alias=True; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope,,,,,,,
,,Admal Aviation College*en,active,education,,Admal Aviation College*en,,https://www.admal.edu.my,,admal.edu.my,2011,,,,,,,,,Sepang,Malaysia,1734821,,,,,,,R000203,"source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyiptskolej.cfm; mqr_category=eakrbyiptskolej; mqa_id=674; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=674; state=Selangor; jpt_match=name; jpt_section=KOLEJ SWASTA - SELANGOR; jpt_registration=24/06/2026-23/06/2031 | VERIFIED: type=education; established=2011; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=keep_alias,alias_values",,,,,,,
,,Beyond4 College*en,active,education,Adroit College*en;Beyond Four College*en,Beyond4 College*en;Kolej Beyond Four*ms;Kolej Adroit*ms,,https://beyond4.tech,,,,,,,,,,,,Petaling Jaya,Malaysia,1735158,,,,,,,R000204,"source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyiptskolej.cfm; mqr_category=eakrbyiptskolej; mqa_id=605; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=605; state=Wilayah Persekutuan Kuala Lumpur; jpt_match=name_to_former; jpt_section=KOLEJ SWASTA - SELANGOR; jpt_registration=07/03/2022-06/03/2027; former_name_jpt=Kolej Adroit; website_source=jpt_senarai_daftar_ipts_30jun2026 | VERIFIED: type=education; established=unknown; keep_alias=True; affiliation_usage=none_found; website=dead; ids=; confidence=high; established_source=not_found; adversarial_change=Confirmed in_scope (independent IPTS college per MQR 605), no ROR duplicates (fresh name/domain/filter searches), alias 'Beyond Four College' kept on the JPT offline evidence (StudyMalaysia page itself was 403, unverified). Single overturn: website_status 'replaced' -> 'dead' — fetching beyond4.tech showed it is the BEYOND4 Tech startup/talent accelerator site, not a replacement college website; the college's own web presence is defunct.; scope=in_scope; adversarial_overturned=website_status",,,,,,,
,,Advance Tertiary College (ATC College)*en,active,education,Kolej Pendidikan Tinggi Kemayan (Kemayan ATC Kuala Lumpur)*ms;Kolej Pengajian Tinggi ATC (ATC College)*ms,Advance Tertiary College (ATC College)*en,ATC*en,https://www.atc2u.edu.my,,atc2u.edu.my,1988,,,,,,,,,Kuala Lumpur,Malaysia,1735161,,,,,,,R000205,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyiptskolej.cfm; mqr_category=eakrbyiptskolej; mqa_id=216; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=216; state=Wilayah Persekutuan Kuala Lumpur; former_name=Kolej Pendidikan Tinggi Kemayan (Kemayan ATC Kuala Lumpur); jpt_match=name; jpt_section=KOLEJ SWASTA - WILAYAH PERSEKUTUAN KUALA LUMPUR; jpt_registration=01/01/2023-31/12/2027; former_name_jpt=Kolej Pengajian Tinggi ATC (ATC College) | VERIFIED: type=education; established=1988; keep_alias=True; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope,,,,,,,
,,Adventist College of Nursing and Health Sciences*en,active,education,Kolej Kejururawatan Adventist*ms;Adventist College of Nursing*en,Adventist College of Nursing and Health Sciences*en;Kolej Kejururawatan dan Sains Kesihatan Adventist*ms,ACNHS*en,https://www.acnhs.edu.my,,acnhs.edu.my,1993,,,,,,,Q24936436,Q24936436,George Town,Malaysia,1735106,,,,https://ror.org/031bsz941,,,R000206,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyiptskolej.cfm; mqr_category=eakrbyiptskolej; mqa_id=208; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=208; state=Penang; former_name=Kolej Kejururawatan Adventist; jpt_match=name; jpt_section=KOLEJ SWASTA - PULAU PINANG; jpt_registration=08/07/2024-07/07/2029; website_source=jpt_senarai_daftar_ipts_30jun2026 | VERIFIED: type=education; established=1993; keep_alias=True; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope,,,,,,,
,,ASA College*en,active,education,Kolej ASA (ASA College)*ms;College ASA*en,ASA College*en;Kolej ASA*ms,,https://asa.edu.my,,,2001,,,,,,,,,Rawang,Malaysia,1735150,,,,,,,R000210,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyiptskolej.cfm; mqr_category=eakrbyiptskolej; mqa_id=304; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=304; state=Selangor; jpt_match=name; jpt_section=KOLEJ SWASTA - SELANGOR; jpt_registration=18/05/2026-17/05/2031; website_source=jpt_senarai_daftar_ipts_30jun2026 | VERIFIED: type=education; established=1998; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=other_source; scope=in_scope,,,,,,,
,,Aseana International College of Health Sciences*en,active,education,Kolej Antarabangsa Sains Kesihatan Aseana*ms;Aseana College*en,Aseana International College of Health Sciences*en,,https://www.neg.edu.my/Home,,,2008,,,,,,,Q4804103,Q4804103,Kota Kinabalu,Malaysia,1733432,,,,,,,R000211,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyiptskolej.cfm; mqr_category=eakrbyiptskolej; mqa_id=580; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=580; state=Sabah | VERIFIED: type=education; established=2008; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope,,,,,,,
,,Asia College of Exercise Medicine*en,active,education,Asia College of Exercise and Sport Medicine*en;Asia College of Exercise and Sports Medicine*en,Asia College of Exercise Medicine*en,ACEM*en;ACESM*en,https://www.acesm.edu.my,,acesm.edu.my,,,,,,,,,,Shah Alam,Malaysia,1732903,,,,,,,R000212,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyiptskolej.cfm; mqr_category=eakrbyiptskolej; mqa_id=953; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=953; state=Selangor; jpt_match=name_to_former; jpt_section=KOLEJ SWASTA - SELANGOR; jpt_registration=02/05/2024-01/05/2029; former_name_jpt=Asia College of Exercise and Sport Medicine (ACEM) | VERIFIED: type=education; established=2016; keep_alias=True; affiliation_usage=none_found; website=unreachable; ids=; confidence=medium; established_source=other_source; scope=in_scope,,,,,,,
,,Astin College*en,active,education,Kolej Pengurusan Astin*ms;Institut Astin*ms,Astin College*en,ASTIN*en,http://www.astin.edu.my,,astin.edu.my,1997,,,,,,,,,Puchong,Malaysia,1749822,,,,,,,R000215,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyiptskolej.cfm; mqr_category=eakrbyiptskolej; mqa_id=6; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=6; state=Selangor; former_name=Kolej Pengurusan Astin; jpt_match=name; jpt_section=KOLEJ SWASTA - WILAYAH PERSEKUTUAN KUALA LUMPUR; jpt_registration=02/01/2021-01/01/2026 | VERIFIED: type=education; established=1997; keep_alias=True; affiliation_usage=none_found; website=dead; ids=; confidence=medium; established_source=other_source; scope=in_scope,,,,,,,
,,ATI College*en,active,education,Institut Pelancongan Asia*ms;Asian Tourism International College*en,ATI College*en,ATI*en,https://www.ati.edu.my,,ati.edu.my,1996,,,,,,,,,Kota Kinabalu,Malaysia,1733432,,,,,,,R000216,source=mqa_mqr; source_url=https://www2.mqa.gov.my/mqr/english/eakrbyiptskolej.cfm; mqr_category=eakrbyiptskolej; mqa_id=308; mqr_detail_url=https://www2.mqa.gov.my/mqr/english/eakrKPList.cfm?IDAkrIPTS=308; state=Sabah; former_name=Institut Pelancongan Asia; jpt_match=name; jpt_section=KOLEJ SWASTA – SABAH; jpt_registration=01/01/2024-31/12/2028 | VERIFIED: type=education; established=1996; keep_alias=True; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope,,,,,,,
